source,rating,date,got_response,text
google,1,2026-01-05,true,"DO NOT GIVE MAVIS YOUR BUSINESS! These people have no sense of urgency, pay little to no attention to detail, and have poor customer service! This was my first visit with mavis, I bought 2 tires and made an appointment online for installation, arrived to the auto shop and there was an employee at the desk lost in thought, not on the phone or his phone, nor looking at the computer. I let him know I made an appointment for installation of 2 tires and an oil change and was told ""I didn't see you had made an appointment, I would have called and told you our tires come from a third party and we need to wait for them to arrive"" I was a bit annoyed that i was able to schedule an appointment online when in fact service could not be preformed same day, I understand this was a website issue but this just adds to my bad experience with mavis. The following day I go in during my lunch to get my tires and oil change, IT TOOK TWO HOURS. I had never seen people walk and type so slow, while I was waiting for my car the two employees in the front could not pick up the phones or assist a customer standing in front of them without first finishing their personal conversations! And every time they took a call they would ridicule the complaint or question from the customer after the call! Very unprofessional.

To top this off, once I looked at my tires I noticed the new tires we not placed in the front like I had asked since I was advised by two other mechanics to do! I called them straight away and was told the new tires must be placed on the rear with no other explanation. Was told the previous rear tires were rotated to the front and that was a lie! The front two tires were the same from before! Now, cars are not my area of expertise, hence why I am upset at the lack of communication. There was also no sticker reminder placed on my windshield to remind me of my next oil change which adds to no attention to detaol and when driving slow my tires make an odd noise, ultimately had to go to another mechanic front to finally get my front tires replaced."
google,5,2025-12-31,true,Did a great job. Saved lots of unnecessary work that dealership was trying to sell. Absolutely will come here going forward
google,5,2025-12-28,true,The service was amazing! Zahir was working the desk and he was awesome! answered all of our questions and very insightful definitely our go to place for now on!
google,5,2025-12-22,true,They are so polite and got me in so quick I highly recommend it.
google,5,2025-12-21,true,I came into town and my tire light came on randomly. I pulled up and immediately Sean or Shawn (not sure how to spell it) set an expectation that it would be about a 5 minute wait and that he would call me up. He helped me in less than the quoted wait time. He was friendly and quick and got me back on the road worry free. Thanks so much! If I’m ever in town again and need tire assistance I’d gladly return and recommend this business.
google,1,2025-12-19,true,"Worst customer service I ever received on planet earth terrible customer Service this lady is not knowledgeable about what’s happening . They have one lift and be  prepared to leave your car all day if you make an appointment with no notice of time frame . Next time, brush your teeth😊"
google,2,2025-12-10,true,Took my tire stem cap. Also filled the tires to completely different PSIs after I specifically asked them to make sure they were the same.
google,5,2025-12-10,true,"I went to Mavis Tires and Brakes because my right rear right tire was low on air due to the cold weather. I needed them to add air and check all the tires to make sure everything was fine. They did a great job, and it was very affordable, only $45 to add air and check the other tire pressures. I was in and out quickly, and overall the service was very good😊"
google,5,2025-12-05,true,Amazing! I can’t tell you how impressed I am. I show up with a nail in my tire. They were able to extract the nail and told me it was stuck in the treads and it was a little itty-bitty thing and there is no leak. No charge. So hard to find honesty like that!!
google,5,2025-12-02,true,Thanks to the staff for being quick and helpful. Better every time.
google,5,2025-11-30,true,Thanks so much for helping us on the fly with our low tire pressure. Really appreciated it especially on a cold rainy Sunday!!
google,5,2025-11-27,true,Great service. They fixed the wheel balancing issue on my car. My car is now driving great on the high way. Highly recommend.
google,5,2025-11-25,true,Gentleman that checked my tire pressure was very kind and helpful. Great service.
google,5,2025-11-17,true,"This location was extremely friendly and helped me SO much with my car needs! I was recommended to come here and I'm so happy I listened, I will be recommending to all my friends and will be coming back! THANK YOU!!"
google,5,2025-11-14,true,Very happy with the service at Mavis Tires here and I will definitely be back. I’d like to thank Osean for helping me with my tires and making sure I was all set!
google,5,2025-11-13,false,10/10 great experience!
google,5,2025-11-13,false,"I noticed I had a flat tire one evening at 7 PM. Mavis was closed, so I booked an appointment for 8 am the following morning. I showed up on time and within 5 mins they were able to explain that I needed 2 new tires and what the cheapest route was. Since they were an odd size, they ordered the tires in and had them by 1 PM that same day. My 2 new tires were installed by 6 PM and I was able to take my car on a trip that weekend. Had Mavis not been so accommodating, my entire weekend would have been ruined. The 3 staff members that I spoke with were genuine and honest. It obviously won’t be the last set of tires I need, and I know that I can rely on Mavis on Park Rd when that day comes."
google,5,2025-11-12,false,They ere the best
google,5,2025-11-05,true,Great experience especially megan at the front desk.
google,3,2025-11-04,false,Great service if you are able to get in. Tried multiple times but always a several hour wait time before they even get to my car
google,1,2025-11-03,true,I went in for an oil change and new tires it took 6 hours and the lugnuts were not tightened on one tire when I left. The tire was so loud driving away they came out to tighten it but that should not have happened. They also did not allign the tires as stated in the service and the car does not drive straight with the steering wheel straight. These are simple tasks for a routine tire change that were not done or inspected before I got my car. This is just dangerous. Do not go to them.
yelp,1,2025-10-29,true,"Never again. This is the fourth time I've dealt with this location. The previous service (NBT) was bad, and the new store (Mavis) isn't any better. I recently scheduled an appointment online but received no communication that the tires weren't available when I arrived. I ended up rescheduling and still had to wait over three hours. Do yourself a favor and go elsewhere -- I repeat, do yourself a favor and go elsewhere."
google,5,2025-10-24,true,Was traveling very far and something came up with my car so I stopped at the dillworth location and they took me right in to make sure I was safe. Great folks there.
google,5,2025-10-24,true,Mavis did a phenomenal job! Excellent service. Quick service. Thanks for everything.
google,5,2025-10-23,true,"I conveniently had a flat next door to the South Blvd shop, and Mavis conveniently helped me quickly and expertly. They did not hesitate to get me back on the road as soon as possible. Huge shout out to Chip for the most amazing customer service!"
google,5,2025-10-22,true,"Wonderful experience with Megan. Came for an alignment after new tires, very pleased. Would recommend and definitely will be back!"
google,1,2025-10-20,true,Worst customer service ever. They can’t even install a tire properly. Can’t do math either.
google,5,2025-10-16,true,"$1224 for some brakes and calipers on a Mazda CX9 Touring; I’m not quite sure if that is a reasonable price and I was pissed. I get in my car and it feels brand new! I don’t mind paying for quality, she’s back riding like a dream. 10/10 recommend!"
google,1,2025-10-03,true,"Made an appointment, received a phone call 10 minutes before confirming my appointment and asking what needs to be done. My wife showed up with my car for brake inspection. They told her it would be an hour and a half wait, even with an appointment, for a simple brake inspection and if work needed to be done, they couldn’t do it today at all. The woman at the desk then proceeded to call me a liar to my wife’s face when my wife communicated that this information was never relayed to me over the phone when confirming my appointment. Point being, don’t trust them to be honest about their mistakes and crappy customer service. Waste of time."
google,5,2025-09-30,true,"Took my car here to get checked out because it was recommended by another car place when I was on a time crunch and this place is first come first serve. Great service, quick, and had a friendly staff!"
google,5,2025-09-29,true,Very friendly and helpful staff. Great prices. Definitely would recommend :)
google,1,2025-09-28,true,"All I wanted was some air in my tire...
Pulled up Friday And sat there for 10mins while the guy sat there and ate. Was not even acknowledged so I left. Came back Sunday, same thing happened. Is it so hard to at least acknowledge someone and tell them there will be a wait time instead of completely ignoring them?? It was by the same rude guy that was sitting there eating spaghetti Friday. Only this time He was smoking a cigarette."
google,5,2025-09-27,true,Great and friendly service!
google,5,2025-09-25,true,"Mavis Tires in Dilworth has been a trusted source of car repairs and service for me and my family for years.   The staff, led by Jim and Megan, are outstanding.  They truly care about you, your car, and the experience you have at Mavis.   They are always efficient and timely.  They thoroughly explain your repair options.   They are so honest and if your maintenance needed light comes on and nothing is wrong they never try to sell you repairs you don’t need.  I know when they take care of my car I will drive away with the full assurance that I am ready for safe travels.  Jim and Megan are top notch and with them taking care of things me and my family will always go to Mavis on Dilworth!   Always an excellent experience over the last 20+ years!!!"
google,5,2025-09-24,true,"I have been going to Mavis for almost two decades (including when it was Summerfield). Jim and  Megan are the most honest reps I’ve ever worked with. I’ve been to other local auto repair shops in town and it is a completely different experience. At Mavis Park Rd, I have consistently received fair quotes and excellent work. In fact, only because of convenience to downtown, I received a quote for repair at a well known shop that I thought was pretty high. I brought it to Jim at Mavis and he saved me a considerable sum that was in line with my expectations. I will always go to this location as long as Jim and Meghan are running the desk."
google,1,2025-09-23,true,"⭐ 1 Star (0 if I could have)

This has been one of the most inconvenient and frustrating service experiences I’ve ever had.

I chose Mavis because I was quoted a great price online and told my tires could be installed the next day after my car was towed in at 6pm. When I arrived, the tires I was promised weren’t available, and I was quoted a higher price. I went ahead with what they had, thinking I could use their “price match guarantee” later and at least get my car back quickly.

I was told my car would be ready by mid-afternoon. At 3pm, I called and was told the tire delivery was delayed 5 hours and nothing had been started yet. I received no updates. At 5:45pm, on my way there, I was told my car wasn’t even in their system, then told it was actually ready—but the store was closing at 6. I had to wait until the next morning.

When I picked up my car the next day, my TPMS warning was still on. It took another 30 minutes for them to fix it. I then submitted a price match request (with proof of a competitor’s lower price), which was declined.

After weeks of back and forth with a regional manager, nothing was resolved. I was offered a $50 gift card, which is meaningless considering I will never return after this experience. Between the bait-and-switch pricing, lack of communication, and poor customer service, I will be taking my business to other brands in the future."
yelp,5,2025-09-23,true,Mavis at 14408 Statesville road provided excellent service for my vehicle. Ken was awesome! He was very nice and professional. Joseph was great; he was very helpful and pleasant.
google,1,2025-09-16,true,"Good luck trying to reach these guys. Called the local line and kept getting passed to a different call center. One in NY and one in GA. Was told they could not
Connect me to the local store and just hung up. Store team might be great. But there call center teams leave a lot to be desired."
google,1,2025-09-16,true,Too rich for my blood
google,5,2025-09-13,true,"They worked me in for the next day. The admin was kind and proactive, remembering to call me the next day when the tires arrived and also to call me when the car was ready. Seemed like a smooth easy operation!"
google,2,2025-09-09,true,"I made an appointment the day before to change the tires on my Ford Van T 250, which the system allows me, it allowed me, in fact, they have this model among those they serve, well it turns out that on the day of the appointment I left my job at 2 in the afternoon to be able to meet the poor schedule they have, they told me I had to be there at 4 to be seen, I called even though due to traffic I would arrive after 4, the person who answered the phone said okay don't worry come and just when I arrive they tell me we won't serve you because of the time you can come back tomorrow at 8am again I leave my job to get to the appointment and when I arrive at the appointment even before the time it turns out that their response I'M SORRY YOUR VAN DOESN'T FIT IN THE OPENING DOOR WE CAN'T SERVE YOU so then please delete that model from those that can serve you, time here is money also I stopped making appointments in a more serious place and I walk around with my damaged tires"
google,5,2025-09-05,true,"“Great experience! Came in for a quick oil change and the service was fast, friendly, and professional. Definitely recommend!”"
google,5,2025-09-02,true,"Excelente servicio. Tuve una muy buena atención desde que llegué con mi auto y una llanta abajo. El servicio de atención al cliente de excelente calidad, resolvió todas mis dudas y el trabajo en mi auto muy bueno y a tiempo. Definitivamente cualquier tema con mi auto volveré."
google,1,2025-09-01,true,"Negligence that could’ve cost lives.

I had an alignment and new tires done at this Mavis location just a few months ago. Recently, my partner noticed something felt off when turning left—like a clatter or vibration in the front end. We decided to check it out, and thank god we did.

Turns out, Mavis completely botched my alignment. The nut that connects the steering mechanism to the tires was totally loose—as in, dangerously loose to the point where the only thing holding it together was the pin. Had we gone on a high-speed drive or hit a turn wrong, we could’ve lost steering control entirely.

Let that sink in: a critical safety component of my vehicle was left unsecured after an alignment service.

This wasn’t a minor oversight—it was gross negligence. I could’ve been in a serious accident, and Mavis wouldn’t have had a clue. What’s even worse is that, because time has passed and no crash occurred, I probably can’t even get a refund or compensation—just a near-death experience and a mechanic’s warning that I got lucky.

If you’re thinking of getting alignment work done here, don’t. They’re not just careless—they’re dangerous. I’m writing this so someone else doesn’t find out the hard way."
google,5,2025-09-01,true,Great job
google,5,2025-08-28,true,"Sam did an amazing job on my SUV, he had me in and out! Thank you Sam for all you do! Will definitely be returning for future maintenance on my SUV"
google,1,2025-08-28,true,"Bought Brand new michelin tires ltx m/s2 255/70r 255/70r18 tires. (Literally the best tire for my truck) in June of 2025 it’s now August 2025.  I have a nail in my tire, but because I didn’t buy an extended warranty through Mavis, Mavis says I’m out of luck & it’s gonna be $300+ additional dollars for a new tire altogether.  Can’t plug or repair.  I have no issue with the staff as they are just following company policy. But I will never ever do business with this company ever again.   This is total BS~!!!!!!

I do not recommend giving any business to Mavis Tire,  just go somewhere else & skip the headache."
google,5,2025-08-26,true,"New car owner. First real repairs I had to do. Felt so comfortable here that I ended up having them do a few extra things because I trusted my car here. I’m glad I did. They gave it back in great shape, and an incredibly reasonable price."
google,5,2025-08-20,false,Time for major work only place to go
google,5,2025-08-19,true,Went in and dropped off car for basic services (oil change + inspection). Was assisted quickly upon arrival. Picking up was also quick and efficient. Pricing was very reasonable and the person who assisted me was nice and polite. I will definitely be going back for basic services again and other mechanic needs.
google,1,2025-08-15,true,"I have been a loyal customer to Mavis in other parts of North Carolina for years and just recently moved to Charlotte. This was the most horrific experience ever! I took my car in and paid $600 for services to find my car was scratched in the process. Jim walked out and literally licked his thumb and wiped the fresh paint chips off the scratch in front of my mom and me. He said he would look at video footage and call us after the weekend. We never received a call and were told by other employees that their video camera did not visualize that angle. We never heard from Jim and had to persistently call over two weeks to finally get in touch with a supervising manager, who reluctantly told us to get an estimate for the scratch (which is $1600). Now, I find that the initial problem that required me to take my car in the first time was not fixed, and I had to bring my car back. I go to get my keys back this second time without even bringing up the scratch and Megan and Jim began yelling at me that it's not their fault my car was scratched and instead it's my fault - it must have been my purse that scratched my car. Megan was never even involved in this situation and joined in at any opportunity to tell me that I was lying and it was my fault. Between the two of them, they would not even let me speak a single word without yelling over and at me. As a young woman, I find it mortifying how two older adults berated me in a conveniently empty lobby. It is so sad and disappointing that we have not been treated with a single ounce of kindness, respect, or even human decency. The rudeness and clear disdain for women is shocking."
google,5,2025-08-14,true,First time getting my tires fixed and was worried that it’ll be too pricey or overcharged. The staff here is incredibly nice and helpful and I’ll definitely be returning and referring more people here!
google,5,2025-08-13,true,Megan and Z were absolutely amazing and very helpful definitely recommend going there and ask for them
google,5,2025-08-10,true,Just got my tires balanced here - they worked me in same day and explained the issue. Corrected it quickly and at a great price. This is a great location with a great team who care. Will be back!
yelp,1,2025-08-10,true,"Horrible, horrible, horrible.

After being told it would be a short wait, I was left waiting over an hour before my car was taken in.
Did not fix the issue, instead tried to sell me ridiculous priced tires.
Went to another place that was not only able to repair it, but told me I did not need tires at this time.
Seemed they were only trying to make a ""buck"" off someone.

I WILL NEVER recommend nor return."
yelp,5,2025-08-10,true,"Happy Sunday, I recently had my car inspected at your Mavis on 33 Parker Ave. I must say your employee James did an outstanding job. When I saw James lifting my car and taking off the tires I was so surprised because I have never had my car inspected so thoroughly. He outdid himself and I appreciate James for taking his time to fully examine my car. Thank you all for your great customer service the morning I visited. Thank you James for your attention you gave my Toyota Camry LE... I have a new place to rely on for my car needs."
google,5,2025-08-09,true,Another great experience
google,1,2025-07-24,true,"I am writing to formally express my concern regarding an incident that occurred involving two employees, both white men, who behaved in an unprofessional and racially insensitive manner toward me and my sister.
While we were present, we overheard them making disrespectful comments about customers, specifically referring to how “slow” people are after ending a phone call. The tone and context of their remarks were highly inappropriate and made us feel deeply uncomfortable and disrespected."
google,5,2025-07-21,true,Great fast service thanks carmen
google,5,2025-07-18,true,"Fast and affordable service! Thanks, Megan, Jim and team, for getting a new battery in my car and fixing up my AC!"
google,5,2025-07-17,true,"Sometimes women can feel a little insecure about conducting car repair business. Today, tires was on my honey-do list 😩. So, I made an  appointment with the S. Blvd. location and started my journey. I was met by Chip at the service desk (arriving 30 mins late and panicked) with a warm greeting and understanding tone for my tardiness. Chip gave me great advice about my purchase and made me feel confident about my choice. DID I MENTION THE PRICE WAS AMAZING!!"
google,5,2025-07-15,true,Great place. Very knowledgeable. Very friendly. Thank you Cody and Todd.
yelp,1,2025-07-10,true,i had a brake job done at mavis. Their technician was incompetent. the Brake line came loose and leaked all the brake fluid out. I had to pay the tow truck an  extra $100.00 for the additional miles to the servicing destination.  Run don't walk away from mavis. You don't wan your life or the lives of others put into their hands.
google,5,2025-07-09,true,"Walked into Mavis with a flat tire issue and Z, Jim & Meghan were super helpful and efficient, resolving my issue in less than a day. Great communication, high quality work and extremely helpful! I will definitely come back here in the future and recommend to anyone in the area!"
google,5,2025-07-09,true,"I have been putting off getting new tires because of the price but decided it was finally time to get it done. I reached out to Mavis and they were able to get me in the very next day and had my tires in overnight! Z was kind and very communicative to me. I’m not knowledgeable on tires whatsoever, but he didn’t use that against me. Took less than 30 minutes to get it done at a very fair price. I will definitely recommend this location to all friends and family!"
google,2,2025-07-03,true,"I had an appointment for 8 AM. They said their guy got in a wreck and so they sent me to the other shop. Things happen, but if you know you have customers with appointments just shoot them texts or give them a call. It’s common courtesy. They sent me to the other shop on trolley and they did not have the right tire size. Start to finish it wasted a good hour going to each shop then trying to find a shop with the right tire size."
google,5,2025-07-01,true,Quick and very reasonably priced shop. Quick in and out service!
google,5,2025-06-30,true,"Great experience, great service, and great people"
google,5,2025-06-25,true,"Came in for a tire rotation. Megan was so helpful and kind! Amazing customer service

Returned for tire repair and oil change .. again awesome customer service. Will definitely be back!

Returned for another oil change. Still the best customer service around ! We will be back"
yelp,5,2025-06-25,false,"I had a great experience at Mavis Tires! The customer service was excellent -- the staff was super friendly, helpful, and made sure I understood everything about the services I needed. They worked quickly and efficiently, and I really appreciated how professional and respectful they were throughout the whole process. I'll definitely be coming back and highly recommend them to anyone needing tire or auto services!"
google,5,2025-06-23,true,Quick and easy!!! Always friendly and made it simple!
google,5,2025-06-22,true,Good tires 🔥🔥
google,5,2025-06-22,true,"THANK GOD!!! MAVIS TIRES IS THE ONLY SHOP I HAVE FOUND WHO WAS OPENED ON SUNDAY IN CHARLOTTE, NC.  I WASN’T SURE IF I NEEDED A NEW TIRE OR TIRE REPAIR, I WAS IN HURRY TO GO TO WORK WITH A BAD TIRE SO I TELL YOU MAVIS TIRES & BRAKES SAVED THE DAY🙏🏾🙏🏾🙏🏾!!!! THEY ARE VERY PROFESSIONAL, THEY NEVER TRIED TO TAKE ADVANTAGE OF ME BY MAKING ME BUY A NEW TIRE. THEY TOLD ME MY TIRE CAN BE REPAIRED AND THEY FINISHED THE JOB ON TIME. SO KUDDOS TO MAVIS TIRES & BRAKES ON SOUTH BLVD.. 28209 🙌🏽🙌🏽🌻🌻🌻"
google,5,2025-06-19,true,"Megan and Jim are absolute lifesavers! I came in stressed about a leak in my sunroof, and not only did they take care of it quickly — they gave me a great deal. That kind of honesty and customer care is hard to find these days. I’ve been to Mavis before for tires, and this experience just confirmed I’ll be a loyal customer for life. Megan and Jim, thank you for going above and beyond. You turned a stressful day into a great one. Wishing you all the success and business you deserve!"
google,1,2025-06-17,true,"Terrible service, rude employees, and it’s run like a dump. They will overcharge you and not answer questions. I brought my car in because the check engine light was on, and they replaced multiple other things without asking, charging over $4,000! Not only did they do this, but they actually worsened the issue!! We had to take it to a different Mavis, where they finally fixed it. Avoid at all costs!"
google,5,2025-06-12,true,Can’t thank y’all enough. Last minute stop through for a screw in my lady’s tire. They got it patched up  for me before she made it home on the spare! Thank you James!
google,5,2025-06-06,true,Best mechanic ever
google,1,2025-05-28,false,"Gross building, no one to assist, no where to park so you can’t even go inside. Tried to get a service and had to take my business elsewhere"
yelp,1,2025-05-28,false,I went there cause my brakes was squeaking Lee Frucci gave me an estimate for all rotors & pads $1300 mind u I had a coupon but I gotta read fine print cause it's totally deceiving $199 from that I took my vehicle to actual dealer & they told me my brakes & pads are good they just squeaky I'm beyond pissed cause if I would of spent $1300 for something I didn't even need so don't trust them ova there they just wanna sell u something
yelp,5,2025-05-21,false,they did a great job so happy I came in today they have great customer service very friendly and very personable
yelp,1,2025-05-21,false,north tryon location employees stealing out of people cars and the management knows about it and doesn't do anything lies and says they contacted corporate to watch the cameras  when they didn't it's all a lie
google,5,2025-05-21,true,Megan at 2507 Park Rd is awesome. Great customer service. They did a great job fixing my tire.
google,1,2025-05-18,true,Awful. Tried scamming me into buying new tires and told me they were lost cause but all I needed was a patch for a nail they didn’t tell me about.
google,1,2025-05-18,true,"tried to scam my friend into buying a new tire in an emergency situation, only needed a patch, very inhumane, went to a place who respects humans and got the job done how it should be. only 15 dollars. do better."
google,5,2025-05-17,true,Nice people and immediate attention to my auto/tire needs. Recommended!!!
google,5,2025-05-15,true,Z and Megan are great! I’ve gotten my tires here for a fair price and they were quick. They are kind and have helped me with random things over the years like adding a little more air to my tire or changing my key fob battery. Highly recommend!
google,1,2025-05-10,true,"The older (grayed hair, semi-bald), heavy set man is rudely sarcastic and has no customer service skills whatsoever. I made an appointment for a tire repair the night before which was confirmed. It was apparently an available slot because it allowed me to make the appointment. Generally, when I make an appointment anywhere online, it gives you available time slot options.
When I showed up at 8, my scheduled appointment, I was told there was no availability for another 1-1/2 because I made my appointment at ""midnight"" and was suggested I leave my car. I would have gone somewhere else if that was the case. The man was rude and sarcastic about it and was not helpful in the least.

I used to go Mavis in Cornelius when I lived there and never had a problem. Joe, the store manager is the best and so are the staff.

I come to Charlotte, and this store is terrible. This is the second time I attempt to take my car there and now, the last. Both times, this man has been rude.

I went to Satto Tires on South Blvd without an appointment and was attended to right away."
google,5,2025-05-09,true,great service and appreciate the kindness
google,5,2025-05-09,true,Excellent customer service and great work!
